Date,Close,High,Low,Open,Volume,Laba_Bersih
2015-06-04,2143.0859375,2162.7472763761466,2123.4245986238534,2123.4245986238534,58319500,82397260.0
2015-06-05,2147.01806640625,2154.882601448031,2115.5599262391256,2115.5599262391256,48272000,82397260.0
2015-06-08,2135.221435546875,2139.153703383978,2107.6955606871547,2123.4246320355664,86888000,82397260.0
2015-06-09,2091.966796875,2127.357212611608,2052.644112723214,2107.695870535714,131941500,82397260.0
2015-06-10,2095.8984375,2139.1533771106942,2052.6434978893058,2091.966170262664,82218000,82397260.0
2015-06-11,2099.830810546875,2119.49214772428,2068.3726710630267,2107.695345417837,64210500,82397260.0
2015-06-12,2084.1015625,2091.966096698113,2064.440227004717,2072.3047612028304,77427500,82397260.0
2015-06-15,2091.966796875,2095.8990652901784,2080.169991629464,2091.966796875,44849000,82397260.0
2015-06-16,2099.830810546875,2119.49214772428,2068.3726710630267,2088.034008240432,67394000,82397260.0
2015-06-17,2158.814697265625,2174.543766098161,2115.5597579761497,2123.424292392418,69230000,82397260.0
2015-06-18,2143.0859375,2154.882740825688,2123.4245986238534,2154.882740825688,29546500,82397260.0
2015-06-19,2154.8828125,2174.5441520301097,2143.086008781934,2143.086008781934,70895500,82397260.0
2015-06-22,2158.814697265625,2170.611498890027,2147.017895641223,2154.882430057491,36878000,82397260.0
2015-06-23,2150.9501953125,2162.746997114945,2150.9501953125,2158.8147298474632,41165500,82397260.0
2015-06-24,2143.0859375,2166.679544151376,2143.0859375,2147.0182052752293,58809500,82397260.0
2015-06-25,2119.491943359375,2154.882346866303,2099.830608077748,2143.0855456973272,82101000,82397260.0
2015-06-26,2131.288818359375,2162.746955899735,2091.9661464339256,2115.5597495891952,65003500,82397260.0
2015-06-29,2123.425048828125,2131.2895860460067,2095.8991685655383,2107.6959743923608,50187000,82397260.0
2015-06-30,2123.425048828125,2162.7477349175347,2123.425048828125,2143.0863918728296,69145000,82397260.0
2015-07-01,2123.425048828125,2147.018660481771,2123.425048828125,2139.154123263889,35987500,100251340.0
2015-07-02,2139.15380859375,2158.815148746266,2099.831128288718,2119.492468441234,54548500,100251340.0
2015-07-03,2143.0859375,2147.0182052752293,2123.4245986238534,2123.4245986238534,22845500,100251340.0
2015-07-06,2139.15380859375,2147.0183446547567,2123.424736471737,2135.221540563247,45003000,100251340.0
2015-07-07,2076.237548828125,2143.086106271455,2076.237548828125,2127.357033931848,64968500,100251340.0
2015-07-08,2095.8984375,2115.559773686679,2060.508032363977,2107.6952392120074,74970000,100251340.0
2015-07-09,2084.1015625,2084.1015625,2052.643425707547,2068.372494103773,58611000,100251340.0
2015-07-10,2091.966796875,2107.695870535714,2084.1022600446427,2084.1022600446427,42836500,100251340.0
2015-07-13,2123.425048828125,2131.2895860460067,2091.966899956597,2091.966899956597,53040500,100251340.0
2015-07-14,2139.15380859375,2147.0183446547567,2123.424736471737,2131.289272532744,41833500,100251340.0
2015-07-15,2123.425048828125,2123.425048828125,2107.6959743923608,2119.492780219184,61445000,100251340.0
2015-07-22,2131.288818359375,2135.22108555192,2088.0338792413804,2135.22108555192,89975500,100251340.0
2015-07-23,2162.747314453125,2186.3409215198863,2127.3569038529827,2139.153707386364,37129500,100251340.0
2015-07-24,2158.814697265625,2166.6792316818933,2139.1533612249546,2166.6792316818933,19026000,100251340.0
2015-07-27,2115.5595703125,2127.3563708904508,2076.236901719331,2123.424104031134,64015500,100251340.0
2015-07-28,2044.7794189453125,2080.16983196552,2029.050346491887,2076.2375638521635,112963500,100251340.0
2015-07-29,2021.185546875,2068.3727580860896,1989.727406067607,2044.7791524805448,81937500,100251340.0
2015-07-30,2013.3211669921875,2064.4406497478485,2013.3211669921875,2025.1179707050323,46801000,100251340.0
2015-07-31,2060.50830078125,2068.372836280415,2021.1856232854243,2036.914694283755,115876500,100251340.0
2015-08-03,2084.1015625,2084.1015625,2032.982090212264,2032.982090212264,61213000,100251340.0
2015-08-04,2091.966796875,2107.695870535714,2064.44091796875,2091.966796875,44712500,100251340.0
2015-08-05,2154.8828125,2178.476419936132,2080.169722285584,2091.966526003649,73984500,100251340.0
2015-08-06,2170.611328125,2186.340395720109,2154.8822605298915,2154.8822605298915,66426000,100251340.0
2015-08-07,2162.747314453125,2170.6118501420456,2135.2214395419032,2154.8827787642044,27262000,100251340.0
2015-08-10,2178.476806640625,2178.476806640625,2135.221851996136,2147.0186578082694,25633500,100251340.0
2015-08-11,2131.288818359375,2186.3405590550046,2099.8306808190155,2178.4760246699148,52619000,100251340.0
2015-08-12,2068.372802734375,2084.101873477602,2040.8469289337277,2076.237338105989,148795000,100251340.0
2015-08-13,2076.237548828125,2080.169816913027,2021.1857956395008,2021.1857956395008,102339000,100251340.0
2015-08-14,2084.1015625,2088.033829599057,2072.3047612028304,2084.1015625,31860000,100251340.0
2015-08-18,2040.8466796875,2095.89842056539,2032.9821452763729,2084.1016189486995,102204500,100251340.0
2015-08-19,1997.5919189453125,2036.9145945151024,1989.7273838313547,2021.1855242871864,82035000,100251340.0
2015-08-20,1930.74365234375,1997.5922105715376,1926.811384212704,1997.5922105715376,127105500,100251340.0
2015-08-21,1867.8271484375,1918.9466282894737,1863.894880756579,1903.217557565789,109838000,100251340.0
2015-08-24,1777.3848876953125,1863.894771609686,1730.1976782874724,1793.113957497926,173094000,100251340.0
2015-08-25,1828.504638671875,1883.556391234039,1793.114226310484,1808.8432984711023,184156000,100251340.0
2015-08-26,1863.894775390625,1871.759310307885,1812.7752984284348,1863.894775390625,104006500,100251340.0
2015-08-27,1981.863037109375,2005.4566446940105,1911.0822143554688,1911.0822143554688,113488500,100251340.0
2015-08-28,2021.185546875,2029.0500820768484,2005.456476471304,2021.185546875,108531000,100251340.0
2015-08-31,2029.049560546875,2029.049560546875,2001.523694415425,2021.1850273664609,98327000,100251340.0
2015-09-01,1977.93115234375,2021.1861079616056,1966.1343462661528,2021.1861079616056,51436500,129195410.0
2015-09-02,1930.74365234375,1958.2695292610745,1918.946847950611,1918.946847950611,106837000,129195410.0
2015-09-03,1934.675537109375,1958.269141220465,1926.8110024056784,1954.3368738686163,44130500,129195410.0
2015-09-04,1926.810791015625,1930.743057936065,1915.0139902543049,1930.743057936065,50424000,129195410.0
2015-09-07,1875.6912841796875,1918.9462194542716,1875.6912841796875,1918.9462194542716,35620000,129195410.0
2015-09-08,1856.0303955078125,1887.488537804555,1848.1658599336267,1859.9626632949053,66183500,129195410.0
2015-09-09,1875.6912841796875,1891.4203515522636,1871.7590173365436,1871.7590173365436,53327500,129195410.0
2015-09-10,1875.6912841796875,1891.4203515522636,1852.0976831208236,1863.894483650256,63130500,129195410.0
2015-09-11,1875.6912841796875,1887.4880847091197,1871.7590173365436,1887.4880847091197,45032500,129195410.0
2015-09-14,1903.2176513671875,1907.149919241913,1875.6917762441085,1887.488579868285,35836000,129195410.0
2015-09-15,1879.6241455078125,1903.2177540288312,1859.9628050736303,1887.488681681485,38335000,129195410.0
2015-09-16,1863.894775390625,1875.691577766515,1856.030240473365,1871.759310307885,66782000,129195410.0
2015-09-17,1922.8790283203125,1922.8790283203125,1875.691812901409,1879.6240808529844,57698000,129195410.0
2015-09-18,1930.74365234375,1930.74365234375,1895.353239164333,1903.2177754264255,99438000,129195410.0
2015-09-21,1915.0146484375,1922.8791849813915,1891.4210388058264,1903.2178436216636,47211000,129195410.0
2015-09-22,1911.08203125,1918.9465663580247,1895.3529610339508,1895.3529610339508,58871000,129195410.0
2015-09-23,1867.8271484375,1887.4884868421047,1863.894880756579,1875.6916837993424,90731500,129195410.0
2015-09-25,1856.0303955078125,1883.556270017462,1844.233592146534,1875.6917344432768,71245500,129195410.0
2015-09-28,1804.91064453125,1848.1655837248093,1800.9783773318356,1848.1655837248093,49442500,129195410.0
2015-09-29,1871.75927734375,1883.556079511883,1777.384859998687,1789.18166216682,68056000,129195410.0
2015-09-30,1930.74365234375,1958.2695292610745,1871.7596303780551,1887.4887029022404,91292000,129195410.0
2015-10-01,1887.488525390625,1966.133880615234,1887.4885253906248,1934.6757385253904,49868500,146953010.0
2015-10-02,1867.8271484375,1942.540234375,1867.8271484375,1887.4884868421047,43348000,146953010.0
2015-10-05,1973.998046875,2013.3207171314737,1915.0140414902887,1934.675376618526,110755500,146953010.0
2015-10-06,2036.91455078125,2056.575888144004,1981.8628061655409,1981.8628061655409,141434500,146953010.0
2015-10-07,2044.7794189453125,2076.2375638521635,2036.9148827186,2044.7794189453125,121875500,146953010.0
2015-10-08,2060.50830078125,2099.8309782770752,2048.7114975325026,2060.50830078125,80631000,146953010.0
2015-10-09,2076.237548828125,2111.627961592241,2076.237548828125,2095.898889252634,148204000,146953010.0
2015-10-12,2103.76318359375,2139.15359228972,2084.101845429322,2084.101845429322,154913500,146953010.0
2015-10-13,2036.91455078125,2107.695365287162,2032.9822833086996,2107.695365287162,86162000,146953010.0
2015-10-15,2040.8466796875,2068.3725501264453,2032.9821452763729,2044.778946893064,112243500,146953010.0
2015-10-16,2013.3211669921875,2044.7793102264404,2005.4566311836245,2044.7793102264404,80741500,146953010.0
2015-10-19,2064.44091796875,2088.0345284598216,2013.3214285714284,2013.3214285714284,75688000,146953010.0
2015-10-20,2076.237548828125,2091.966621167732,2068.373012658322,2088.0343530828304,76519500,146953010.0
2015-10-21,2095.8984375,2123.424308161351,2091.966170262664,2091.966170262664,48500500,146953010.0
2015-10-22,2107.69580078125,2123.424873921409,2099.831264211171,2115.560337351329,41297500,146953010.0
2015-10-23,2119.491943359375,2166.6791480352795,2111.6274092467243,2166.6791480352795,54593500,146953010.0
2015-10-26,2147.01806640625,2158.814868968921,2135.221263843578,2147.01806640625,72511000,146953010.0
2015-10-27,2147.01806640625,2154.882601448031,2115.5599262391256,2131.288996322688,41899000,146953010.0
2015-10-28,2135.221435546875,2158.815042569493,2111.627828524258,2111.627828524258,51959500,146953010.0
2015-10-29,2068.372802734375,2158.8149595079312,2044.7791966195343,2143.085888764704,73029000,146953010.0
2015-10-30,2029.049560546875,2084.101292809775,2029.049560546875,2084.101292809775,66730000,146953010.0
2015-11-02,2009.3887939453125,2029.050132437928,1993.65972315122,2013.3210616438355,85304000,146953010.0
2015-11-03,2068.372802734375,2080.169605791796,2029.0501258763072,2029.0501258763072,61280000,146953010.0
2015-11-04,2111.6279296875,2143.0860738914107,2084.1020535090784,2084.1020535090784,81950500,146953010.0
2015-11-05,2131.288818359375,2158.81468870719,2095.8984136264703,2123.424283974285,58454500,146953010.0
2015-11-06,2131.288818359375,2162.746955899735,2115.5597495891952,2162.746955899735,28853500,146953010.0
2015-11-09,2064.44091796875,2123.4249441964284,2048.711844308036,2123.4249441964284,37358000,146953010.0
2015-11-10,2032.982421875,2084.101902502418,2032.982421875,2044.779225096712,68137000,146953010.0
2015-11-11,2040.8466796875,2064.4402829208816,2032.9821452763729,2036.9144124819363,43298000,146953010.0
2015-11-12,2040.8466796875,2091.9661533598264,2040.8466796875,2040.8466796875,26996500,146953010.0
2015-11-13,2041.63671875,2057.43274752176,2037.68771155706,2037.68771155706,39106500,146953010.0
2015-11-16,2037.6871337890625,2037.6871337890625,1998.1970730567164,2029.7891216425933,36399000,146953010.0
2015-11-17,2073.22900390625,2100.872057291667,2069.2799962797617,2069.2799962797617,77918000,146953010.0
2015-11-18,2065.3310546875,2104.821132214986,2061.3820469347515,2073.2290701929974,34843500,146953010.0
2015-11-19,2045.58544921875,2089.024522464708,2045.58544921875,2069.279489171091,85414000,146953010.0
2015-11-20,2077.177734375,2085.075748574144,2037.6876633792772,2045.585677578422,51167500,146953010.0
2015-11-23,2100.8720703125,2104.8210779634637,2081.127032057683,2092.974055010573,52341000,146953010.0
2015-11-24,2128.5146484375,2144.310675513103,2092.9735875173933,2092.9735875173933,94665500,146953010.0
2015-11-25,2132.464111328125,2152.2091493959783,2124.566096100984,2128.5151037145547,51458500,146953010.0
2015-11-26,2136.41259765625,2168.0046508563423,2132.4635910062384,2148.259617606285,84898500,146953010.0
2015-11-27,2077.177734375,2148.2598621673,2069.279720175856,2148.2598621673,23257500,146953010.0
2015-11-30,1954.7593994140625,2073.229666045217,1954.7593994140625,2069.2806571575125,356188000,146953010.0
2015-12-01,2092.9736328125,2104.8206533755897,2006.095482016509,2006.095482016509,144760000,166353910.0
2015-12-02,2100.8720703125,2124.56611621828,2069.2800091047934,2096.9230626615367,69710500,166353910.0
2015-12-03,2100.8720703125,2108.7700856144265,2073.2290167557567,2085.0760397086465,38554500,166353910.0
2015-12-04,2073.22900390625,2100.872057291667,2069.2799962797617,2100.872057291667,45929500,166353910.0
2015-12-07,2089.025146484375,2108.7701856760987,2081.1271308076853,2085.0761386460304,49197000,166353910.0
2015-12-08,2057.43310546875,2108.7702079084693,2053.4840975887714,2065.3311212287067,52757500,166353910.0
2015-12-09,2057.43310546875,2057.43310546875,2057.43310546875,2057.43310546875,0,166353910.0
2015-12-10,2132.464111328125,2132.464111328125,2037.6879286024307,2037.6879286024307,76059500,166353910.0
2015-12-11,2085.07568359375,2124.5657533587832,2057.432634758227,2124.5657533587832,59727500,166353910.0
2015-12-14,2085.07568359375,2085.07568359375,2045.5856138287168,2053.4836277817235,47580500,166353910.0
2015-12-15,2069.27978515625,2085.0758140505723,2061.3817707090884,2061.3817707090884,47291500,166353910.0
2015-12-16,2128.5146484375,2140.3616687442022,2096.922594286294,2112.718621361897,70100000,166353910.0
2015-12-17,2148.260009765625,2179.852068732767,2144.3110023947324,2179.852068732767,114667500,166353910.0
2015-12-18,2089.025146484375,2132.4642327061674,2089.025146484375,2124.5662170294777,90887000,166353910.0
2015-12-21,2081.12646484375,2112.7185174409988,2077.177458269094,2077.177458269094,34568000,166353910.0
2015-12-22,2085.07568359375,2100.871711499763,2081.126676617246,2085.07568359375,61600500,166353910.0
2015-12-23,2081.12646484375,2100.8714977170303,2073.228451694438,2077.177458269094,45442000,166353910.0
2015-12-28,2104.82080078125,2116.667822174015,2069.279736602955,2069.279736602955,65440500,166353910.0
2015-12-29,2092.9736328125,2116.667673938679,2085.075619103773,2085.075619103773,57153500,166353910.0
2015-12-30,2100.8720703125,2164.0561927279136,2092.974055010573,2092.974055010573,72863000,166353910.0
2016-01-04,2089.025146484375,2120.617209191133,2077.1781229693406,2081.1271308076853,77479500,166353910.0
2016-01-05,2112.718994140625,2140.362046400409,2085.075941880841,2085.075941880841,96609000,166353910.0
2016-01-06,2085.07568359375,2132.463767311789,2085.07568359375,2104.8207184762664,105370000,166353910.0
2016-01-07,2053.484130859375,2077.178178523137,2053.484130859375,2069.280162635216,146746500,166353910.0
2016-01-08,2053.484130859375,2069.280162635216,2045.5861149714544,2045.5861149714544,125820000,166353910.0
2016-01-11,2013.993408203125,2049.534468347886,2013.993408203125,2045.5854616651347,75952000,166353910.0
2016-01-12,2069.27978515625,2089.024821274153,2037.6877273676048,2037.6877273676048,86093500,166353910.0
2016-01-13,2081.12646484375,2100.8714977170303,2077.177458269094,2089.024477993062,76587000,166353910.0
2016-01-14,2057.43310546875,2077.178144868642,2049.5350897087933,2053.4840975887714,119213500,166353910.0
2016-01-15,2053.484130859375,2077.178178523137,2053.484130859375,2069.280162635216,68326000,166353910.0
2016-01-18,2049.5341796875,2069.279210320328,2025.840142928107,2029.7891490546729,81317000,166353910.0
2016-01-19,2065.3310546875,2069.2800624402485,2045.5860159237573,2061.3820469347515,54711000,166353910.0
2016-01-20,2057.43310546875,2065.3311212287067,2049.5350897087933,2053.4840975887714,75676000,166353910.0
2016-01-21,2045.58544921875,2061.381475853644,2045.58544921875,2061.381475853644,76938000,166353910.0
2016-01-22,2053.484130859375,2069.280162635216,2045.5861149714544,2061.382146747296,71511000,166353910.0
2016-01-25,2073.22900390625,2089.0250344122023,2057.4329734002977,2085.0760267857145,56835500,166353910.0
2016-01-26,2053.484130859375,2077.178178523137,2049.535122915415,2061.382146747296,57143000,166353910.0
2016-01-27,2069.27978515625,2085.0758140505723,2065.330777932669,2069.27978515625,122278500,166353910.0
2016-01-28,2077.177734375,2096.922769872861,2069.279720175856,2069.279720175856,126774000,166353910.0
2016-01-29,2069.27978515625,2089.024821274153,2049.5347490383465,2085.0758140505723,175698000,166353910.0
2016-02-01,2089.025146484375,2089.025146484375,2049.535068100927,2069.280107292652,89371000,29051930.0
2016-02-02,2069.27978515625,2089.024821274153,2065.330777932669,2089.024821274153,96631000,29051930.0
2016-02-03,2061.38232421875,2069.280340786638,2049.535299366918,2053.484307650862,65229000,29051930.0
2016-02-04,2077.177734375,2092.973762773289,2053.4836917775665,2053.4836917775665,82874000,29051930.0
2016-02-05,2120.61669921875,2144.310740550803,2069.279609665968,2069.279609665968,265133500,29051930.0
2016-02-09,2100.8720703125,2120.617108567317,2085.0760397086465,2116.668100916353,54516500,29051930.0
2016-02-10,2096.923095703125,2116.668134269068,2092.9740879899364,2092.9740879899364,69001500,29051930.0
2016-02-11,2108.769775390625,2140.361831950784,2085.0757329705057,2085.0757329705057,159586000,29051930.0
2016-02-12,2096.923095703125,2140.362180548199,2092.9740879899364,2112.719126555879,121062500,29051930.0
2016-02-15,2108.769775390625,2124.565803670705,2104.820768320605,2116.667789530665,64452500,29051930.0
2016-02-16,2116.668212890625,2136.413252189978,2104.8211893110133,2104.8211893110133,100538500,29051930.0
2016-02-17,2116.668212890625,2128.5152364702367,2108.770197170884,2116.668212890625,76406500,29051930.0
2016-02-18,2116.668212890625,2144.311267909719,2116.668212890625,2132.4642443301072,146528500,29051930.0
2016-02-19,2061.38232421875,2100.8724070581898,2041.63728279903,2100.8724070581898,147712000,29051930.0
2016-02-22,2081.12646484375,2092.973484567718,2053.4834188211576,2057.4324253958134,55658000,29051930.0
2016-02-23,2069.27978515625,2096.922835721314,2057.432763485508,2085.0758140505723,92492000,29051930.0
2016-02-24,2057.43310546875,2077.178144868642,2033.7390581888797,2057.43310546875,84799500,29051930.0
2016-02-25,2065.3310546875,2085.0760934512427,2057.433039182003,2069.2800624402485,74008000,29051930.0
2016-02-26,2108.769775390625,2132.4638178107443,2077.177718830466,2077.177718830466,141175000,29051930.0
2016-02-29,2128.5146484375,2136.412661975301,2112.718621361897,2132.4636552064007,138837000,29051930.0
2016-03-01,2116.668212890625,2140.3622600498484,2108.770197170884,2128.5152364702367,79590500,42186570.0
2016-03-02,2124.5654296875,2140.361455187035,2104.820397813081,2136.4124488121515,126069500,42186570.0
2016-03-03,2136.41259765625,2140.3616043062616,2120.616571056204,2120.616571056204,115057500,42186570.0
2016-03-04,2144.310791015625,2164.055825923688,2136.4127770524,2148.259797997237,102347000,42186570.0
2016-03-07,2144.310791015625,2156.157811960463,2132.463770070787,2148.259797997237,105623000,42186570.0
2016-03-08,2116.668212890625,2144.311267909719,2085.0761500116605,2132.4642443301072,110122000,42186570.0
2016-03-10,2116.668212890625,2124.566228610366,2077.1781342919194,2104.8211893110133,109073500,42186570.0
2016-03-11,2116.668212890625,2116.668212890625,2116.668212890625,2116.668212890625,0,42186570.0
2016-03-14,2116.668212890625,2116.668212890625,2116.668212890625,2116.668212890625,0,42186570.0
2016-03-15,2144.310791015625,2148.259797997237,2132.463770070787,2144.310791015625,70072000,42186570.0
2016-03-16,2148.260009765625,2152.2090171365176,2136.412987652947,2148.260009765625,72058000,42186570.0
2016-03-17,2168.00439453125,2187.749425446835,2152.208369798782,2160.106382165016,125371000,42186570.0
2016-03-18,2164.05615234375,2199.5972205391768,2140.3621068801326,2156.1581371892107,120955000,42186570.0
2016-03-21,2175.903076171875,2195.64811316073,2156.15803918302,2164.056053978562,46224000,42186570.0
2016-03-22,2156.15771484375,2171.9537420587226,2144.3106944325204,2171.9537420587226,47434000,42186570.0
2016-03-23,2132.464111328125,2156.1581570095486,2120.617088487413,2156.1581570095486,52128000,42186570.0
2016-03-24,2104.82080078125,2124.5658364358583,2092.9737793884847,2116.667822174015,73214500,42186570.0
2016-03-28,2081.12646484375,2104.8205042916866,2061.3814319704697,2104.8205042916866,59829500,42186570.0
2016-03-29,2065.3310546875,2089.025101203992,2065.3310546875,2081.1270856984943,88822500,42186570.0
2016-03-30,2073.22900390625,2124.5661030505958,2073.22900390625,2073.22900390625,137086000,42186570.0
2016-03-31,2100.8720703125,2104.8210779634637,2081.127032057683,2096.9230626615367,107951000,42186570.0
2016-04-01,2100.8720703125,2104.8210779634637,2085.0760397086465,2100.8720703125,73802500,58145100.0
2016-04-04,2104.82080078125,2120.6168293049363,2100.871793650328,2120.6168293049363,49630500,58145100.0
2016-04-05,2104.82080078125,2124.5658364358583,2100.871793650328,2104.82080078125,83700500,58145100.0
2016-04-06,2061.38232421875,2120.6174484779094,2061.38232421875,2100.8724070581898,89264000,58145100.0
2016-04-07,2069.27978515625,2092.973828497734,2069.27978515625,2085.0758140505723,101318500,58145100.0
2016-04-08,2065.3310546875,2085.0760934512427,2065.3310546875,2069.2800624402485,70473500,58145100.0
2016-04-11,2065.3310546875,2065.3310546875,2065.3310546875,2065.3310546875,0,58145100.0
2016-04-12,2061.38232421875,2073.229349070582,2049.535299366918,2053.484307650862,56727000,58145100.0
2016-04-13,2061.38232421875,2061.38232421875,2061.38232421875,2061.38232421875,0,58145100.0
2016-04-14,2061.38232421875,2061.38232421875,2061.38232421875,2061.38232421875,0,58145100.0
2016-04-15,2078.102294921875,2078.102294921875,2078.102294921875,2078.102294921875,0,58145100.0
2016-04-18,2078.102294921875,2078.102294921875,2078.102294921875,2078.102294921875,0,58145100.0
2016-04-19,2078.102294921875,2078.102294921875,2078.102294921875,2078.102294921875,0,58145100.0
2016-04-20,2086.064453125,2094.0265311903627,2070.140296994274,2074.121336026956,69313000,58145100.0
2016-04-21,2086.064453125,2090.045492157681,2070.140296994274,2086.064453125,62586000,58145100.0
2016-04-22,2090.0458984375,2094.0269382440474,2078.102779017857,2086.064858630952,39264000,58145100.0
2016-04-25,2086.064453125,2090.045492157681,2058.197179896231,2086.064453125,62079000,58145100.0
2016-04-26,2062.177734375,2078.1018867639964,2034.3104676942569,2078.1018867639964,129737500,58145100.0
2016-04-27,2078.102294921875,2078.102294921875,2058.197100526072,2062.1781394052323,64185500,58145100.0
2016-04-28,2074.12060546875,2098.0068312514995,2070.139567838292,2090.044755990583,68854000,58145100.0
2016-04-29,2078.102294921875,2090.045411559357,2070.1402171635536,2074.1212560427143,61001500,58145100.0
2016-05-02,2086.064453125,2090.045492157681,2066.159257961593,2086.064453125,26048000,58145100.0
2016-05-03,2078.102294921875,2098.0074893176784,2074.1212560427143,2090.045411559357,82224500,58145100.0
2016-05-04,2086.064453125,2086.064453125,2074.121336026956,2078.1023750596373,75545000,58145100.0
2016-05-09,2090.0458984375,2101.9890178571427,2078.102779017857,2086.064858630952,91446000,58145100.0
2016-05-10,2098.00732421875,2117.91251704815,2078.1021313893502,2078.1021313893502,158328000,58145100.0
2016-05-11,2094.0263671875,2117.9125995128325,2086.0642897457224,2094.0263671875,91480000,58145100.0
2016-05-12,2094.0263671875,2101.9884446292776,2086.0642897457224,2086.0642897457224,43259500,58145100.0
2016-05-13,2094.0263671875,2101.9884446292776,2070.140134862167,2070.140134862167,75686000,58145100.0
2016-05-16,2074.12060546875,2086.0637183601248,2062.1774925773752,2086.0637183601248,84077000,58145100.0
2016-05-17,2070.1396484375,2078.1017240084134,2054.215497295673,2074.120686222957,64829000,58145100.0
2016-05-18,2074.12060546875,2078.101643099208,2054.2154173164586,2054.2154173164586,66771000,58145100.0
2016-05-19,2066.158935546875,2074.121012369792,2062.177897135417,2070.139973958333,105881500,58145100.0
2016-05-20,2074.12060546875,2074.12060546875,2062.1774925773752,2062.1774925773752,68004000,58145100.0
