loss,val_loss
0.012732717208564281,0.0012654999736696482
0.002630932256579399,0.001587632461450994
0.0019322264706715941,0.0008070291369222105
0.0016195615753531456,0.000559703737962991
0.0014526447048410773,0.0016378278378397226
0.0013456179294735193,0.0005951809580437839
0.0014051729813218117,0.0007590125896967947
0.0012506172060966492,0.0005760593921877444
0.0011730371043086052,0.0006293174810707569
0.00126680638641119,0.0005519002443179488
0.0010920336935669184,0.0009956011781468987
0.0011577131226658821,0.0006662635132670403
0.0011706744553521276,0.000559727952349931
0.0011293711140751839,0.0006295863422565162
0.000992120010778308,0.00046641379594802856
0.0009917877614498138,0.0004877245519310236
0.0010400447063148022,0.000516390660777688
0.0010117673082277179,0.00046916669816710055
0.0009589719120413065,0.0008365064859390259
0.0009436035179533064,0.001002409728243947
0.0009218901977874339,0.0012744037667289376
0.0009081505704671144,0.00048238917952403426
0.0007984356489032507,0.0005176725098863244
0.0008193713147193193,0.00046853290405124426
0.0007711905054748058,0.0011528648901730776
0.0008106091408990324,0.00045758369378745556
0.0008124388405121863,0.0004687609616667032
0.0008171523222699761,0.0008595278486609459
0.0007237032405100763,0.000787330383900553
0.0008269812096841633,0.0014990400522947311
0.0007613517227582633,0.0004897377220913768
0.0007087672711350024,0.0005567492335103452
0.0007229697657749057,0.0005106761818751693
0.0006754703354090452,0.00042164226761087775
0.000696847215294838,0.0005267342203296721
0.0007627765298821032,0.0009654089226387441
0.0007270467467606068,0.00041939254151657224
0.0007043264340609312,0.0005374901229515672
0.0006017372361384332,0.0006428808555938303
0.0006050272495485842,0.0005715992883779109
0.0006093258853070438,0.00042395215132273734
0.0005995500250719488,0.0005664255004376173
0.0005215025739744306,0.0003992650890722871
0.0005978413973934948,0.0006589671247638762
0.0005757467588409781,0.00045898446114733815
0.0005598071147687733,0.00046147688408382237
0.0006094634300097823,0.0006041245651431382
0.0005678696907125413,0.0007202723063528538
0.0005197090795263648,0.0005218144506216049
0.0005548155168071389,0.0004164277925156057
