Open,High,Low,Close,Volume,Laba_Bersih
0.06505765338113542,0.05893004640543231,0.07080979301517012,0.06508515369565746,0.029374524683784306,0.06684629265991868
0.06600753471409124,0.05893009539355487,0.06985351432540918,0.06461359593943353,0.02960516077743275,0.06684629265991868
0.0636328793632692,0.06891910180406308,0.07080976750068588,0.07168761071523408,0.04970888212046196,0.06684629265991868
0.07645564103390898,0.07177315032518772,0.08037306435383132,0.07404566476417077,0.04106369226822677,0.06684629265991868
0.06885701069166869,0.06321110932437174,0.07320063868850243,0.06885802838427538,0.060653454509978895,0.06684629265991868
0.06885694327954936,0.06416238247417905,0.0741568987451984,0.06980117337092509,0.0479471852417464,0.06684629265991868
0.07123148299272056,0.06463801183074314,0.07415685813073844,0.06932952719209548,0.03957171051869464,0.06684629265991868
0.06790717817753597,0.06178409748107472,0.0746351297389681,0.06885802838427538,0.029054914000301742,0.06684629265991868
0.06743219958488497,0.06273537575505261,0.07367873992397148,0.06744314879619032,0.05590570061243827,0.06684629265991868
0.06553256665983373,0.059405714026909306,0.06841897192524352,0.06367033305597616,0.0756297970388419,0.06684629265991868
0.06363284866713845,0.05892998976173858,0.06889708247889456,0.06649991538693487,0.06531886329692795,0.06684629265991868
0.06740658964201382,0.060331372581454046,0.07219946879833469,0.06551255909743273,0.09025268364808937,0.06684629265991868
0.06358207986507977,0.06033134673883489,0.06979279596524776,0.06456307715737417,0.039812814211147095,0.06684629265991868
0.06406006533468708,0.06224654958330733,0.07123670882309377,0.06836082807239705,0.07113396335251788,0.06684629265991868
0.06836262552785136,0.061288927035464236,0.07364337213910369,0.06788611657656965,0.05612342666756176,0.06684629265991868
0.0683626086604702,0.06224654958330733,0.07460601388849594,0.06836082807239705,0.032042366698967345,0.06684629265991868
0.06740648792140727,0.06224654958330733,0.07412468459343854,0.06836082807239705,0.035972950049874615,0.06684629265991868
0.06549427218802614,0.05937365713000925,0.05824084241998881,0.05506846407620167,0.14982169492197242,0.06684629265991868
0.05210865215355434,0.04692441540311337,0.055834266723407994,0.052220165627035436,0.10188044131954829,0.06684629265991868
0.05019642741083205,0.04309387371469503,0.04235705819410615,0.04177615902841006,0.20174796338908468,0.06684629265991868
0.03681063100545398,0.03734793103848538,0.03658100615515111,0.04130132963577507,0.14087259578446068,0.06684629265991868
0.04015706362853985,0.04022085968144312,0.04717026092399443,0.046048621439260334,0.06120405020707004,0.06684629265991868
0.04541582137395603,0.041657413614362315,0.051502318325406554,0.04842235576360868,0.06290433717280204,0.06684629265991868
0.04541577470029226,0.03878444724868291,0.049576953941681184,0.04557393941763485,0.10475903099065215,0.06684629265991868
0.0425474117873508,0.03878444724868291,0.049576953941681184,0.04557393941763485,0.03844190768778139,0.06684629265991868
0.04541575372335602,0.040699705396029295,0.05150225058374544,0.04699810337931895,0.0395661277993325,0.06684629265991868
0.04637189567127284,0.03974208692298531,0.05053961276529942,0.04557393941763485,0.047130014695113034,0.06684629265991868
0.043025426032412356,0.039742039929271444,0.05005823688229946,0.046048621439260334,0.03797958874060411,0.06684629265991868
0.043503486433057764,0.03926322017709988,0.051020895535067806,0.046048621439260334,0.04810210570404581,0.06684629265991868
0.04493768365510012,0.038784416528934496,0.04620761801893533,0.04225081157583363,0.07150695878990092,0.06684629265991868
0.042547420020061094,0.03591153648672046,0.048614303361356054,0.0436750344859215,0.030584230185568193,0.06684629265991868
0.04302544675493111,0.04022088077962782,0.04909559897889934,0.04462445747757629,0.03636234472538394,0.06684629265991868
0.04589377668162167,0.04357258595963809,0.051983542417233436,0.04889697883683039,0.04081142313705004,0.06684629265991868
0.049240267998722914,0.05027613305705214,0.05583424574010973,0.05364432958871948,0.04441751092503287,0.06684629265991868
0.05497699021889088,0.05267022844615882,0.05968487737662373,0.05791688042217549,0.04459371550490044,0.06684629265991868
0.056889206567949296,0.05027610349025624,0.06257282827994895,0.05696739848211693,0.02751233885655021,0.06684629265991868
0.05402086922752866,0.05267022844615882,0.06064753622076316,0.05791688042217549,0.08216262545242706,0.06684629265991868
0.05688921064377325,0.05075492738940757,0.06257283235504577,0.05601794601626023,0.05539732423052332,0.06684629265991868
0.0521086141570751,0.04788201672460629,0.05872220540199044,0.054119041084546876,0.025778206654685217,0.06684629265991868
0.05449893352470633,0.048839673494902425,0.05920355174168454,0.05364432958871948,0.07766086012678076,0.06684629265991868
0.05019638900344717,0.04548793451655325,0.05679690459770256,0.05364432958871948,0.01696937334114728,0.12891453087423943
0.050196388030043476,0.0435726541236629,0.04765164450726353,0.0436750344859215,0.11107866930859556,0.12891453087423943
0.040635161258883806,0.038305618652124784,0.048132957061034015,0.044149745981748895,0.040697675230046415,0.12891453087423943
0.039679023684252385,0.037347962038097926,0.04717028152023081,0.04462445747757629,0.033686128631157684,0.12891453087423943
0.04063516532087044,0.035432703823350065,0.04620764353730358,0.04320029351589219,0.06063391499221141,0.12891453087423943
0.038722961081870205,0.03399628241830488,0.039469068826474135,0.03797831969078144,0.09207404583998781,0.12891453087423943
0.03681064271270859,0.0354326640940833,0.03946899356770475,0.03845297223820501,0.057375002564561704,0.12891453087423943
0.03872289724133002,0.03303857832017704,0.04139432364512832,0.03892771320823432,0.04480865020034286,0.12891453087423943
0.03442033183226936,0.02968681806763135,0.040912972671391296,0.03702877880231906,0.054032000426519754,0.12891453087423943
0.03681071889230894,0.030165723225107965,0.04283837514540159,0.03797831969078144,0.031297422584081684,0.12891453087423943
0.03633259509990586,0.03303857832017704,0.04139432364512832,0.03892771320823432,0.04703022358651477,0.12891453087423943
0.04063512402918526,0.039742039929271444,0.04717026092399443,0.046048621439260334,0.04831145768012609,0.12891453087423943
0.044459645015598154,0.03734797900967479,0.048132957061034015,0.044149745981748895,0.020618727204186702,0.12891453087423943
0.043025472272841064,0.03974208692298531,0.05053961276529942,0.04557393941763485,0.049473710067331776,0.12891453087423943
0.044459607234348636,0.03926322017709988,0.051020895535067806,0.046048621439260334,0.025734940579628628,0.12891453087423943
0.04493767159608972,0.038305584647370716,0.05150222883510433,0.045099168973403686,0.02872692923777597,0.12891453087423943
0.04350352407641958,0.03878443847334978,0.05053960404003141,0.044149745981748895,0.04103961679097754,0.12891453087423943
0.04302541597391704,0.03734793103848538,0.04524493369558727,0.04130132963577507,0.057293355293890395,0.12891453087423943
0.039679002208261066,0.03830557962872483,0.0442822839505331,0.042725523071661026,0.045362037257115066,0.12891453087423943
0.03872297370811037,0.03447511510531309,0.044763705683356164,0.04177615902841006,0.03502249207847014,0.12891453087423943
0.043025518846631,0.03830567448726063,0.04813301216830604,0.04177615902841006,0.04825214128690334,0.12891453087423943
0.04254745827568426,0.03639039479628692,0.04813301216830604,0.04177615902841006,0.02511351413063033,0.16573972267417594
0.04015711751694159,0.037826815895956045,0.04524499737203205,0.0436750344859215,0.03806612089071729,0.16573972267417594
0.040635161258883806,0.036390339367224744,0.048132957061034015,0.044149745981748895,0.015942501898473502,0.16573972267417594
0.042069359519437216,0.03639035633902937,0.04813297393430979,0.0436750344859215,0.0314048899318029,0.16573972267417594
0.04111324209605663,0.0359115400967665,0.042357024325524045,0.03607938528486618,0.0453376128599057,0.16573972267417594
0.03872288432949092,0.032559745559718745,0.04043165222762188,0.03845297223820501,0.052317058822462126,0.16573972267417594
